region,timestamp,pm25,prev_pm25,pm25_increase
New Delhi-8118,2025-03-26T21:30:00.000Z,117.0,111.0,6.0
New Delhi-8118,2025-03-26T22:30:00.000Z,122.0,117.0,5.0
New Delhi-8118,2025-03-26T23:30:00.000Z,124.0,122.0,2.0
New Delhi-8118,2025-03-27T00:30:00.000Z,139.0,124.0,15.0
New Delhi-8118,2025-03-27T01:30:00.000Z,170.0,139.0,31.0
New Delhi-8118,2025-03-27T04:30:00.000Z,70.0,68.0,2.0
New Delhi-8118,2025-03-27T08:30:00.000Z,37.0,32.0,5.0
New Delhi-8118,2025-03-27T11:30:00.000Z,27.0,26.0,1.0
New Delhi-8118,2025-03-27T12:30:00.000Z,34.0,27.0,7.0
New Delhi-8118,2025-03-27T14:30:00.000Z,44.0,33.0,11.0
New Delhi-8118,2025-03-27T15:30:00.000Z,59.0,44.0,15.0
New Delhi-8118,2025-03-27T17:30:00.000Z,56.0,51.0,5.0
New Delhi-8118,2025-03-27T18:30:00.000Z,68.0,56.0,12.0
New Delhi-8118,2025-03-27T19:30:00.000Z,72.0,68.0,4.0
New Delhi-8118,2025-03-27T20:30:00.000Z,153.0,72.0,81.0
New Delhi-8118,2025-03-27T21:30:00.000Z,174.0,153.0,21.0
New Delhi-8118,2025-03-28T01:30:00.000Z,53.0,44.0,9.0
New Delhi-8118,2025-03-28T02:30:00.000Z,75.0,53.0,22.0
New Delhi-8118,2025-03-28T03:30:00.000Z,79.0,75.0,4.0
New Delhi-8118,2025-03-28T05:30:00.000Z,62.0,60.0,2.0
New Delhi-8118,2025-03-28T07:30:00.000Z,42.0,37.0,5.0
New Delhi-8118,2025-03-28T11:30:00.000Z,27.0,26.0,1.0
New Delhi-8118,2025-03-28T13:30:00.000Z,32.0,27.0,5.0
New Delhi-8118,2025-03-28T14:30:00.000Z,36.0,32.0,4.0
New Delhi-8118,2025-03-28T19:30:00.000Z,26.0,24.0,2.0
New Delhi-8118,2025-03-28T20:30:00.000Z,41.0,26.0,15.0
New Delhi-8118,2025-03-28T21:30:00.000Z,46.0,41.0,5.0
New Delhi-8118,2025-03-28T22:30:00.000Z,49.0,46.0,3.0
New Delhi-8118,2025-03-29T01:30:00.000Z,48.0,37.0,11.0
New Delhi-8118,2025-03-29T02:30:00.000Z,61.0,48.0,13.0
New Delhi-8118,2025-03-29T03:30:00.000Z,73.0,61.0,12.0
New Delhi-8118,2025-03-29T12:30:00.000Z,21.0,13.0,8.0
New Delhi-8118,2025-03-29T13:30:00.000Z,25.0,21.0,4.0
New Delhi-8118,2025-03-29T15:30:00.000Z,38.0,24.0,14.0
New Delhi-8118,2025-03-29T18:30:00.000Z,43.0,33.0,10.0
New Delhi-8118,2025-03-29T19:30:00.000Z,58.0,43.0,15.0
New Delhi-8118,2025-03-29T21:30:00.000Z,62.0,57.0,5.0
New Delhi-8118,2025-03-29T23:30:00.000Z,62.0,55.0,7.0
New Delhi-8118,2025-03-30T01:30:00.000Z,71.0,48.0,23.0
New Delhi-8118,2025-03-30T03:30:00.000Z,75.0,64.0,11.0
New Delhi-8118,2025-03-30T09:30:00.000Z,17.0,13.0,4.0
New Delhi-8118,2025-03-30T12:30:00.000Z,17.0,14.0,3.0
New Delhi-8118,2025-03-30T13:30:00.000Z,19.0,17.0,2.0
New Delhi-8118,2025-03-30T14:30:00.000Z,22.0,19.0,3.0
New Delhi-8118,2025-03-30T15:30:00.000Z,36.0,22.0,14.0
New Delhi-8118,2025-03-30T16:30:00.000Z,53.0,36.0,17.0
New Delhi-8118,2025-03-30T17:30:00.000Z,65.0,53.0,12.0
New Delhi-8118,2025-03-30T18:30:00.000Z,70.0,65.0,5.0
New Delhi-8118,2025-03-30T20:30:00.000Z,78.0,67.0,11.0
New Delhi-8118,2025-03-30T21:30:00.000Z,99.0,78.0,21.0
New Delhi-8118,2025-03-30T23:30:00.000Z,110.0,95.0,15.0
New Delhi-8118,2025-03-31T00:30:00.000Z,197.0,110.0,87.0
New Delhi-8118,2025-03-31T02:30:00.000Z,165.0,163.0,2.0
New Delhi-8118,2025-03-31T03:30:00.000Z,170.0,165.0,5.0
New Delhi-8118,2025-03-31T12:30:00.000Z,29.0,8.0,21.0
New Delhi-8118,2025-03-31T14:30:00.000Z,29.0,13.0,16.0
New Delhi-8118,2025-03-31T15:30:00.000Z,41.0,29.0,12.0
New Delhi-8118,2025-03-31T16:30:00.000Z,50.0,41.0,9.0
New Delhi-8118,2025-03-31T18:30:00.000Z,74.0,44.0,30.0
New Delhi-8118,2025-03-31T21:30:00.000Z,63.0,50.0,13.0
New Delhi-8118,2025-03-31T23:30:00.000Z,80.0,63.0,17.0
New Delhi-8118,2025-04-01T00:30:00.000Z,142.0,80.0,62.0
New Delhi-8118,2025-04-01T01:30:00.000Z,167.0,142.0,25.0
New Delhi-8118,2025-04-01T09:30:00.000Z,23.0,22.0,1.0
New Delhi-8118,2025-04-01T10:30:00.000Z,26.0,23.0,3.0
New Delhi-8118,2025-04-01T12:30:00.000Z,23.0,18.0,5.0
New Delhi-8118,2025-04-01T13:30:00.000Z,27.0,23.0,4.0
New Delhi-8118,2025-04-01T14:30:00.000Z,43.0,27.0,16.0
New Delhi-8118,2025-04-01T15:30:00.000Z,69.0,43.0,26.0
New Delhi-8118,2025-04-01T17:30:00.000Z,98.0,65.0,33.0
New Delhi-8118,2025-04-01T18:30:00.000Z,116.0,98.0,18.0
New Delhi-8118,2025-04-01T22:30:00.000Z,99.0,96.0,3.0
New Delhi-8118,2025-04-01T23:30:00.000Z,107.0,99.0,8.0
New Delhi-8118,2025-04-02T00:30:00.000Z,158.0,107.0,51.0
New Delhi-8118,2025-04-02T01:30:00.000Z,211.0,158.0,53.0
New Delhi-8118,2025-04-02T02:30:00.000Z,244.0,211.0,33.0
New Delhi-8118,2025-04-02T11:30:00.000Z,28.0,27.0,1.0
New Delhi-8118,2025-04-02T12:30:00.000Z,76.0,28.0,48.0
New Delhi-8118,2025-04-02T14:30:00.000Z,49.0,42.0,7.0
New Delhi-8118,2025-04-02T15:30:00.000Z,55.0,49.0,6.0
New Delhi-8118,2025-04-02T16:30:00.000Z,111.0,55.0,56.0
New Delhi-8118,2025-04-02T18:30:00.000Z,72.0,69.0,3.0
New Delhi-8118,2025-04-02T19:30:00.000Z,88.0,72.0,16.0
New Delhi-8118,2025-04-02T20:30:00.000Z,90.0,88.0,2.0
New Delhi-8118,2025-04-03T01:30:00.000Z,88.0,74.0,14.0
New Delhi-8118,2025-04-03T02:30:00.000Z,92.0,88.0,4.0
New Delhi-8118,2025-04-03T03:30:00.000Z,103.0,92.0,11.0
New Delhi-8118,2025-04-03T11:30:00.000Z,22.0,13.0,9.0
New Delhi-8118,2025-04-03T12:30:00.000Z,30.0,22.0,8.0
New Delhi-8118,2025-04-03T14:30:00.000Z,59.0,30.0,29.0
New Delhi-8118,2025-04-03T15:30:00.000Z,79.0,59.0,20.0
New Delhi-8118,2025-04-03T17:30:00.000Z,57.0,52.0,5.0
New Delhi-8118,2025-04-03T19:30:00.000Z,62.0,56.0,6.0
New Delhi-8118,2025-04-03T21:30:00.000Z,83.0,61.0,22.0
New Delhi-8118,2025-04-03T22:30:00.000Z,90.0,83.0,7.0
New Delhi-8118,2025-04-03T23:30:00.000Z,94.0,90.0,4.0
New Delhi-8118,2025-04-04T00:30:00.000Z,97.0,94.0,3.0
New Delhi-8118,2025-04-04T01:30:00.000Z,107.0,97.0,10.0
New Delhi-8118,2025-04-04T02:30:00.000Z,128.0,107.0,21.0
New Delhi-8118,2025-04-04T03:30:00.000Z,145.0,128.0,17.0
New Delhi-8118,2025-04-04T07:30:00.000Z,49.0,42.0,7.0
New Delhi-8118,2025-04-04T10:30:00.000Z,28.0,27.0,1.0
New Delhi-8118,2025-04-04T12:30:00.000Z,29.0,24.0,5.0
New Delhi-8118,2025-04-04T13:30:00.000Z,31.0,29.0,2.0
New Delhi-8118,2025-04-04T14:30:00.000Z,44.0,31.0,13.0
New Delhi-8118,2025-04-04T15:30:00.000Z,56.0,44.0,12.0
New Delhi-8118,2025-04-04T16:30:00.000Z,59.0,56.0,3.0
New Delhi-8118,2025-04-04T20:30:00.000Z,43.0,33.0,10.0
New Delhi-8118,2025-04-04T23:30:00.000Z,58.0,41.0,17.0
New Delhi-8118,2025-04-05T00:30:00.000Z,81.0,58.0,23.0
New Delhi-8118,2025-04-05T01:30:00.000Z,143.0,81.0,62.0
New Delhi-8118,2025-04-05T02:30:00.000Z,158.0,143.0,15.0
New Delhi-8118,2025-04-05T05:30:00.000Z,98.0,92.0,6.0
New Delhi-8118,2025-04-05T13:30:00.000Z,28.0,25.0,3.0
New Delhi-8118,2025-04-05T14:30:00.000Z,33.0,28.0,5.0
New Delhi-8118,2025-04-05T15:30:00.000Z,56.0,33.0,23.0
New Delhi-8118,2025-04-05T16:30:00.000Z,67.0,56.0,11.0
New Delhi-8118,2025-04-05T17:30:00.000Z,80.0,67.0,13.0
New Delhi-8118,2025-04-05T18:30:00.000Z,99.0,80.0,19.0
New Delhi-8118,2025-04-05T19:30:00.000Z,108.0,99.0,9.0
New Delhi-8118,2025-04-05T21:30:00.000Z,117.0,107.0,10.0
New Delhi-8118,2025-04-05T22:30:00.000Z,147.0,117.0,30.0
New Delhi-8118,2025-04-05T23:30:00.000Z,174.0,147.0,27.0
New Delhi-8118,2025-04-06T07:30:00.000Z,59.0,46.0,13.0
New Delhi-8118,2025-04-06T13:30:00.000Z,28.0,22.0,6.0
New Delhi-8118,2025-04-06T14:30:00.000Z,53.0,28.0,25.0
New Delhi-8118,2025-04-06T17:30:00.000Z,61.0,46.0,15.0
New Delhi-8118,2025-04-06T18:30:00.000Z,73.0,61.0,12.0
New Delhi-8118,2025-04-06T19:30:00.000Z,74.0,73.0,1.0
New Delhi-8118,2025-04-06T20:30:00.000Z,86.0,74.0,12.0
New Delhi-8118,2025-04-06T21:30:00.000Z,90.0,86.0,4.0
New Delhi-8118,2025-04-06T22:30:00.000Z,93.0,90.0,3.0
New Delhi-8118,2025-04-07T00:30:00.000Z,97.0,91.0,6.0
New Delhi-8118,2025-04-07T01:30:00.000Z,104.0,97.0,7.0
New Delhi-8118,2025-04-07T02:30:00.000Z,152.0,104.0,48.0
New Delhi-8118,2025-04-07T03:30:00.000Z,190.0,152.0,38.0
New Delhi-8118,2025-04-07T11:30:00.000Z,48.0,39.0,9.0
New Delhi-8118,2025-04-07T13:30:00.000Z,50.0,46.0,4.0
New Delhi-8118,2025-04-07T14:30:00.000Z,63.0,50.0,13.0
New Delhi-8118,2025-04-07T15:30:00.000Z,72.0,63.0,9.0
New Delhi-8118,2025-04-07T16:30:00.000Z,81.0,72.0,9.0
New Delhi-8118,2025-04-07T17:30:00.000Z,87.0,81.0,6.0
New Delhi-8118,2025-04-07T18:30:00.000Z,101.0,87.0,14.0
New Delhi-8118,2025-04-07T19:30:00.000Z,109.0,101.0,8.0
New Delhi-8118,2025-04-07T20:30:00.000Z,120.0,109.0,11.0
New Delhi-8118,2025-04-07T22:30:00.000Z,107.0,104.0,3.0
New Delhi-8118,2025-04-08T02:30:00.000Z,120.0,98.0,22.0
New Delhi-8118,2025-04-08T05:30:00.000Z,100.0,98.0,2.0
New Delhi-8118,2025-04-08T12:30:00.000Z,60.0,56.0,4.0
New Delhi-8118,2025-04-08T13:30:00.000Z,80.0,60.0,20.0
New Delhi-8118,2025-04-08T14:30:00.000Z,89.0,80.0,9.0
New Delhi-8118,2025-04-08T15:30:00.000Z,96.0,89.0,7.0
New Delhi-8118,2025-04-08T16:30:00.000Z,105.0,96.0,9.0
New Delhi-8118,2025-04-08T21:30:00.000Z,102.0,91.0,11.0
New Delhi-8118,2025-04-08T22:30:00.000Z,105.0,102.0,3.0
New Delhi-8118,2025-04-09T01:30:00.000Z,103.0,94.0,9.0
New Delhi-8118,2025-04-09T02:30:00.000Z,110.0,103.0,7.0
New Delhi-8118,2025-04-09T04:30:00.000Z,115.0,109.0,6.0
New Delhi-8118,2025-04-09T13:30:00.000Z,83.0,70.0,13.0
New Delhi-8118,2025-04-09T14:30:00.000Z,96.0,83.0,13.0
New Delhi-8118,2025-04-09T15:30:00.000Z,107.0,96.0,11.0
New Delhi-8118,2025-04-09T16:30:00.000Z,113.0,107.0,6.0
New Delhi-8118,2025-04-09T17:30:00.000Z,115.0,113.0,2.0
New Delhi-8118,2025-04-09T20:30:00.000Z,84.0,76.0,8.0
New Delhi-8118,2025-04-10T00:30:00.000Z,70.0,64.0,6.0
New Delhi-8118,2025-04-10T01:30:00.000Z,84.0,70.0,14.0
New Delhi-8118,2025-04-10T02:30:00.000Z,148.0,84.0,64.0
New Delhi-8118,2025-04-10T07:30:00.000Z,58.0,50.0,8.0
New Delhi-8118,2025-04-10T08:30:00.000Z,65.0,58.0,7.0
New Delhi-8118,2025-04-10T09:30:00.000Z,71.0,65.0,6.0
New Delhi-8118,2025-04-10T12:30:00.000Z,92.0,56.0,36.0
New Delhi-8118,2025-04-10T16:30:00.000Z,42.0,26.0,16.0
New Delhi-8118,2025-04-10T18:30:00.000Z,35.0,33.0,2.0
New Delhi-8118,2025-04-10T19:30:00.000Z,48.0,35.0,13.0
New Delhi-8118,2025-04-10T23:30:00.000Z,40.0,31.0,9.0
New Delhi-8118,2025-04-11T00:30:00.000Z,44.0,40.0,4.0
New Delhi-8118,2025-04-11T01:30:00.000Z,54.0,44.0,10.0
New Delhi-8118,2025-04-11T03:30:00.000Z,49.0,44.0,5.0
New Delhi-8118,2025-04-11T04:30:00.000Z,64.0,49.0,15.0
New Delhi-8118,2025-04-11T07:30:00.000Z,63.0,59.0,4.0
New Delhi-8118,2025-04-11T08:30:00.000Z,87.0,63.0,24.0
New Delhi-8118,2025-04-11T11:30:00.000Z,47.0,28.0,19.0
New Delhi-8118,2025-04-11T13:30:00.000Z,109.0,39.0,70.0
New Delhi-8118,2025-04-11T17:30:00.000Z,27.0,13.0,14.0
New Delhi-8118,2025-04-11T18:30:00.000Z,36.0,27.0,9.0
New Delhi-8118,2025-04-11T22:30:00.000Z,25.0,22.0,3.0
New Delhi-8118,2025-04-11T23:30:00.000Z,47.0,25.0,22.0
New Delhi-8118,2025-04-12T02:30:00.000Z,45.0,42.0,3.0
New Delhi-8118,2025-04-12T03:30:00.000Z,52.0,45.0,7.0
New Delhi-8118,2025-04-12T04:30:00.000Z,83.0,52.0,31.0
New Delhi-8118,2025-04-12T06:30:00.000Z,67.0,46.0,21.0
New Delhi-8118,2025-04-12T08:30:00.000Z,59.0,56.0,3.0
New Delhi-8118,2025-04-12T11:30:00.000Z,47.0,46.0,1.0
New Delhi-8118,2025-04-12T13:30:00.000Z,51.0,42.0,9.0
New Delhi-8118,2025-04-12T14:30:00.000Z,54.0,51.0,3.0
New Delhi-8118,2025-04-12T15:30:00.000Z,56.0,54.0,2.0
New Delhi-8118,2025-04-12T16:30:00.000Z,67.0,56.0,11.0
New Delhi-8118,2025-04-12T18:30:00.000Z,53.0,44.0,9.0
New Delhi-8118,2025-04-12T20:30:00.000Z,36.0,30.0,6.0
New Delhi-8118,2025-04-12T22:30:00.000Z,38.0,36.0,2.0
New Delhi-8118,2025-04-12T23:30:00.000Z,41.0,38.0,3.0
New Delhi-8118,2025-04-13T00:30:00.000Z,44.0,41.0,3.0
New Delhi-8118,2025-04-13T01:30:00.000Z,47.0,44.0,3.0
New Delhi-8118,2025-04-13T02:30:00.000Z,63.0,47.0,16.0
New Delhi-8118,2025-04-13T04:30:00.000Z,71.0,60.0,11.0
New Delhi-8118,2025-04-13T06:30:00.000Z,60.0,59.0,1.0
New Delhi-8118,2025-04-13T08:30:00.000Z,57.0,39.0,18.0
New Delhi-8118,2025-04-13T11:30:00.000Z,51.0,43.0,8.0
New Delhi-8118,2025-04-13T14:30:00.000Z,51.0,43.0,8.0
New Delhi-8118,2025-04-13T15:30:00.000Z,78.0,51.0,27.0
New Delhi-8118,2025-04-13T17:30:00.000Z,79.0,78.0,1.0
New Delhi-8118,2025-04-13T19:30:00.000Z,74.0,64.0,10.0
New Delhi-8118,2025-04-13T20:30:00.000Z,83.0,74.0,9.0
New Delhi-8118,2025-04-13T23:30:00.000Z,87.0,78.0,9.0
New Delhi-8118,2025-04-14T00:30:00.000Z,109.0,87.0,22.0
New Delhi-8118,2025-04-14T01:30:00.000Z,130.0,109.0,21.0
New Delhi-8118,2025-04-14T12:30:00.000Z,28.0,24.0,4.0
New Delhi-8118,2025-04-14T13:30:00.000Z,36.0,28.0,8.0
New Delhi-8118,2025-04-14T14:30:00.000Z,44.0,36.0,8.0
New Delhi-8118,2025-04-14T15:30:00.000Z,55.0,44.0,11.0
New Delhi-8118,2025-04-14T16:30:00.000Z,65.0,55.0,10.0
New Delhi-8118,2025-04-14T19:30:00.000Z,68.0,58.0,10.0
New Delhi-8118,2025-04-14T20:30:00.000Z,76.0,68.0,8.0
New Delhi-8118,2025-04-15T00:30:00.000Z,83.0,67.0,16.0
New Delhi-8118,2025-04-15T01:30:00.000Z,94.0,83.0,11.0
New Delhi-8118,2025-04-15T02:30:00.000Z,107.0,94.0,13.0
New Delhi-8118,2025-04-15T08:30:00.000Z,36.0,35.0,1.0
New Delhi-8118,2025-04-15T11:30:00.000Z,38.0,32.0,6.0
New Delhi-8118,2025-04-15T12:30:00.000Z,41.0,38.0,3.0
New Delhi-8118,2025-04-15T13:30:00.000Z,47.0,41.0,6.0
New Delhi-8118,2025-04-15T14:30:00.000Z,56.0,47.0,9.0
New Delhi-8118,2025-04-15T15:30:00.000Z,70.0,56.0,14.0
New Delhi-8118,2025-04-15T18:30:00.000Z,69.0,66.0,3.0
New Delhi-8118,2025-04-15T19:30:00.000Z,71.0,69.0,2.0
New Delhi-8118,2025-04-15T21:30:00.000Z,69.0,68.0,1.0
New Delhi-8118,2025-04-15T22:30:00.000Z,71.0,69.0,2.0
New Delhi-8118,2025-04-16T00:30:00.000Z,74.0,69.0,5.0
New Delhi-8118,2025-04-16T01:30:00.000Z,121.0,74.0,47.0
New Delhi-8118,2025-04-16T02:30:00.000Z,154.0,121.0,33.0
New Delhi-8118,2025-04-16T05:30:00.000Z,83.0,75.0,8.0
New Delhi-8118,2025-04-16T06:30:00.000Z,89.0,83.0,6.0
New Delhi-8118,2025-04-16T07:30:00.000Z,132.0,89.0,43.0
New Delhi-8118,2025-04-16T11:30:00.000Z,69.0,67.0,2.0
New Delhi-8118,2025-04-16T13:30:00.000Z,66.0,65.0,1.0
New Delhi-8118,2025-04-16T14:30:00.000Z,73.0,66.0,7.0
New Delhi-8118,2025-04-16T15:30:00.000Z,77.0,73.0,4.0
New Delhi-8118,2025-04-16T18:30:00.000Z,70.0,69.0,1.0
New Delhi-8118,2025-04-16T19:30:00.000Z,80.0,70.0,10.0
New Delhi-8118,2025-04-16T22:30:00.000Z,72.0,71.0,1.0
New Delhi-8118,2025-04-16T23:30:00.000Z,121.0,72.0,49.0
New Delhi-8118,2025-04-17T03:30:00.000Z,62.0,60.0,2.0
New Delhi-8118,2025-04-17T05:30:00.000Z,65.0,61.0,4.0
New Delhi-8118,2025-04-17T07:30:00.000Z,58.0,54.0,4.0
New Delhi-8118,2025-04-17T09:30:00.000Z,47.0,46.0,1.0
New Delhi-8118,2025-04-17T10:30:00.000Z,49.0,47.0,2.0
New Delhi-8118,2025-04-17T11:30:00.000Z,51.0,49.0,2.0
New Delhi-8118,2025-04-17T12:30:00.000Z,62.0,51.0,11.0
New Delhi-8118,2025-04-17T14:30:00.000Z,74.0,60.0,14.0
New Delhi-8118,2025-04-17T15:30:00.000Z,79.0,74.0,5.0
New Delhi-8118,2025-04-17T16:30:00.000Z,84.0,79.0,5.0
New Delhi-8118,2025-04-17T17:30:00.000Z,90.0,84.0,6.0
New Delhi-8118,2025-04-17T18:30:00.000Z,94.0,90.0,4.0
New Delhi-8118,2025-04-17T22:30:00.000Z,61.0,55.0,6.0
New Delhi-8118,2025-04-18T00:30:00.000Z,64.0,59.0,5.0
New Delhi-8118,2025-04-18T02:30:00.000Z,75.0,60.0,15.0
New Delhi-8118,2025-04-18T03:30:00.000Z,80.0,75.0,5.0
New Delhi-8118,2025-04-18T04:30:00.000Z,291.0,80.0,211.0
New Delhi-8118,2025-04-18T07:30:00.000Z,106.0,90.0,16.0
New Delhi-8118,2025-04-18T08:30:00.000Z,109.0,106.0,3.0
New Delhi-8118,2025-04-18T09:30:00.000Z,132.0,109.0,23.0
New Delhi-8118,2025-04-18T13:30:00.000Z,84.0,63.0,21.0
New Delhi-8118,2025-04-18T14:30:00.000Z,88.0,84.0,4.0
New Delhi-8118,2025-04-18T15:30:00.000Z,90.0,88.0,2.0
New Delhi-8118,2025-04-18T23:30:00.000Z,44.0,29.0,15.0
New Delhi-8118,2025-04-19T01:30:00.000Z,53.0,44.0,9.0
New Delhi-8118,2025-04-19T02:30:00.000Z,60.0,53.0,7.0
New Delhi-8118,2025-04-19T03:30:00.000Z,67.0,60.0,7.0
New Delhi-8118,2025-04-19T04:30:00.000Z,79.0,67.0,12.0
New Delhi-8118,2025-04-19T05:30:00.000Z,93.0,79.0,14.0
New Delhi-8118,2025-04-19T15:30:00.000Z,43.0,32.0,11.0
New Delhi-8118,2025-04-19T18:30:00.000Z,32.0,30.0,2.0
New Delhi-8118,2025-04-19T20:30:00.000Z,36.0,27.0,9.0
New Delhi-8118,2025-04-19T23:30:00.000Z,34.0,31.0,3.0
New Delhi-8118,2025-04-20T00:30:00.000Z,36.0,34.0,2.0
New Delhi-8118,2025-04-20T01:30:00.000Z,37.0,36.0,1.0
New Delhi-8118,2025-04-20T02:30:00.000Z,44.0,37.0,7.0
New Delhi-8118,2025-04-20T03:30:00.000Z,46.0,44.0,2.0
New Delhi-8118,2025-04-20T04:30:00.000Z,56.0,46.0,10.0
New Delhi-8118,2025-04-20T05:30:00.000Z,61.0,56.0,5.0
New Delhi-8118,2025-04-20T06:30:00.000Z,69.0,61.0,8.0
New Delhi-8118,2025-04-20T07:30:00.000Z,73.0,69.0,4.0
New Delhi-8118,2025-04-20T11:30:00.000Z,56.0,53.0,3.0
New Delhi-8118,2025-04-20T14:30:00.000Z,61.0,51.0,10.0
New Delhi-8118,2025-04-20T15:30:00.000Z,65.0,61.0,4.0
New Delhi-8118,2025-04-20T16:30:00.000Z,69.0,65.0,4.0
New Delhi-8118,2025-04-20T17:30:00.000Z,73.0,69.0,4.0
New Delhi-8118,2025-04-20T18:30:00.000Z,80.0,73.0,7.0
New Delhi-8118,2025-04-20T21:30:00.000Z,82.0,72.0,10.0
New Delhi-8118,2025-04-20T22:30:00.000Z,84.0,82.0,2.0
New Delhi-8118,2025-04-21T00:30:00.000Z,85.0,83.0,2.0
New Delhi-8118,2025-04-21T01:30:00.000Z,86.0,85.0,1.0
New Delhi-8118,2025-04-21T02:30:00.000Z,99.0,86.0,13.0
New Delhi-8118,2025-04-21T03:30:00.000Z,108.0,99.0,9.0
New Delhi-8118,2025-04-21T14:30:00.000Z,47.0,36.0,11.0
New Delhi-8118,2025-04-21T15:30:00.000Z,63.0,47.0,16.0
New Delhi-8118,2025-04-21T16:30:00.000Z,66.0,63.0,3.0
New Delhi-8118,2025-04-21T17:30:00.000Z,70.0,66.0,4.0
New Delhi-8118,2025-04-21T18:30:00.000Z,78.0,70.0,8.0
New Delhi-8118,2025-04-21T19:30:00.000Z,99.0,78.0,21.0
New Delhi-8118,2025-04-21T22:30:00.000Z,97.0,84.0,13.0
New Delhi-8118,2025-04-21T23:30:00.000Z,115.0,97.0,18.0
New Delhi-8118,2025-04-22T03:30:00.000Z,78.0,66.0,12.0
New Delhi-8118,2025-04-22T04:30:00.000Z,156.0,78.0,78.0
New Delhi-8118,2025-04-22T08:30:00.000Z,79.0,54.0,25.0
New Delhi-8118,2025-04-22T09:30:00.000Z,116.0,79.0,37.0
New Delhi-8118,2025-04-22T14:30:00.000Z,47.0,39.0,8.0
New Delhi-8118,2025-04-22T15:30:00.000Z,59.0,47.0,12.0
New Delhi-8118,2025-04-22T16:30:00.000Z,69.0,59.0,10.0
New Delhi-8118,2025-04-22T17:30:00.000Z,88.0,69.0,19.0
New Delhi-8118,2025-04-22T18:30:00.000Z,98.0,88.0,10.0
New Delhi-8118,2025-04-22T21:30:00.000Z,62.0,60.0,2.0
New Delhi-8118,2025-04-23T00:30:00.000Z,106.0,59.0,47.0
New Delhi-8118,2025-04-23T01:30:00.000Z,150.0,106.0,44.0
New Delhi-8118,2025-04-23T04:30:00.000Z,94.0,84.0,10.0
New Delhi-8118,2025-04-23T09:30:00.000Z,54.0,44.0,10.0
New Delhi-8118,2025-04-23T12:30:00.000Z,51.0,43.0,8.0
New Delhi-8118,2025-04-23T14:30:00.000Z,53.0,49.0,4.0
New Delhi-8118,2025-04-23T15:30:00.000Z,67.0,53.0,14.0
New Delhi-8118,2025-04-23T16:30:00.000Z,71.0,67.0,4.0
New Delhi-8118,2025-04-23T17:30:00.000Z,76.0,71.0,5.0
New Delhi-8118,2025-04-23T18:30:00.000Z,109.0,76.0,33.0
New Delhi-8118,2025-04-23T19:30:00.000Z,173.0,109.0,64.0
New Delhi-8118,2025-04-23T20:30:00.000Z,181.0,173.0,8.0
New Delhi-8118,2025-04-23T21:30:00.000Z,195.0,181.0,14.0
New Delhi-8118,2025-04-24T01:30:00.000Z,121.0,112.0,9.0
New Delhi-8118,2025-04-24T04:30:00.000Z,88.0,84.0,4.0
New Delhi-8118,2025-04-24T11:30:00.000Z,42.0,39.0,3.0
New Delhi-8118,2025-04-24T13:30:00.000Z,42.0,40.0,2.0
New Delhi-8118,2025-04-24T14:30:00.000Z,50.0,42.0,8.0
New Delhi-8118,2025-04-24T15:30:00.000Z,59.0,50.0,9.0
New Delhi-8118,2025-04-24T16:30:00.000Z,80.0,59.0,21.0
New Delhi-8118,2025-04-24T18:30:00.000Z,73.0,70.0,3.0
New Delhi-8118,2025-04-24T20:30:00.000Z,77.0,71.0,6.0
New Delhi-8118,2025-04-24T21:30:00.000Z,80.0,77.0,3.0
New Delhi-8118,2025-04-24T22:30:00.000Z,88.0,80.0,8.0
New Delhi-8118,2025-04-24T23:30:00.000Z,91.0,88.0,3.0
New Delhi-8118,2025-04-25T00:30:00.000Z,92.0,91.0,1.0
New Delhi-8118,2025-04-25T01:30:00.000Z,112.0,92.0,20.0
New Delhi-8118,2025-04-25T03:30:00.000Z,112.0,94.0,18.0
New Delhi-8118,2025-04-25T04:30:00.000Z,134.0,112.0,22.0
New Delhi-8118,2025-04-25T05:30:00.000Z,164.0,134.0,30.0
New Delhi-8118,2025-04-25T10:30:00.000Z,64.0,54.0,10.0
New Delhi-8118,2025-04-25T11:30:00.000Z,68.0,64.0,4.0
New Delhi-8118,2025-04-25T14:30:00.000Z,60.0,56.0,4.0
New Delhi-8118,2025-04-25T15:30:00.000Z,62.0,60.0,2.0
New Delhi-8118,2025-04-25T16:30:00.000Z,80.0,62.0,18.0
New Delhi-8118,2025-04-25T17:30:00.000Z,93.0,80.0,13.0
New Delhi-8118,2025-04-25T18:30:00.000Z,96.0,93.0,3.0
New Delhi-8118,2025-04-25T19:30:00.000Z,110.0,96.0,14.0
New Delhi-8118,2025-04-25T20:30:00.000Z,133.0,110.0,23.0
New Delhi-8118,2025-04-25T21:30:00.000Z,148.0,133.0,15.0
New Delhi-8118,2025-04-25T22:30:00.000Z,151.0,148.0,3.0
New Delhi-8118,2025-04-26T01:30:00.000Z,140.0,125.0,15.0
New Delhi-8118,2025-04-26T02:30:00.000Z,160.0,140.0,20.0
New Delhi-8118,2025-04-26T03:30:00.000Z,183.0,160.0,23.0
New Delhi-8118,2025-04-26T09:30:00.000Z,47.0,31.0,16.0
New Delhi-8118,2025-04-26T10:30:00.000Z,144.0,47.0,97.0
